board_id,project_name,sprint_id,sprint_name,sprint_created_date,sprint_complete_date,sprint_start_date,sprint_end_date,issue_id,issue_key,issue_created,epic_key,issue_type,issue_status,is_cycle_time_task,is_cycle_time_status,is_cycle_time_data,in_flight_hours,raw_sums_payload
7,Policy Lifecycle,189,"PL Q4-S21 (Oct25-Nov7, 2023)",2023-09-01T17:19:39.915Z,2023-11-08T16:38:12.332Z,2023-10-25T15:28:56.458Z,2023-11-08T13:00:00.000Z,24361,PL-81,2023-07-24T17:11:51.354-0500,PL-4,Story,Deployed,true,true,true,168.48,"{""Product Backlog"":1977948.549,""To Do"":4649072.182,""In Progress"":262578.891,""Ready To Review"":83510.36,""Ready for QE"":19607.908,""In Test"":9.805,""Test Done"":240829.311,""Code Merged"":879863.221}"
7,Policy Lifecycle,234,"PL Q4-S22 (Nov8-Nov22, 2023)",2023-10-13T16:05:37.193Z,2023-11-22T16:31:32.900Z,2023-11-08T16:38:39.585Z,2023-11-22T13:00:00.000Z,24362,PL-82,2023-07-24T17:15:03.970-0500,PL-4,Story,Cancelled,true,false,true,1367.39,"{""Product Backlog"":1977762.277,""To Do"":416049.643,""In Progress"":800052.363,""Ready To Review"":4122530.66,""Ready for QE"":8.718,""In Test"":9.779}"
13,IT Projects,160,IPST Sprint 22,2023-08-15T20:51:15.221Z,2023-11-21T19:21:04.257Z,2023-11-07T19:30:03.645Z,2023-11-22T04:00:00.000Z,24433,IPST-92,2023-07-25T15:52:57.815-0500,IPST-66,Task,To Do,true,false,false,0,{}
13,IT Projects,159,IPST Sprint 21,2023-08-15T20:51:11.329Z,2023-11-07T19:05:23.203Z,2023-10-24T16:03:43.667Z,2023-11-08T04:00:00.000Z,24437,IPST-96,2023-07-25T15:54:56.979-0500,IPST-66,Task,Done,true,true,true,2346.49,"{""To Do"":85534.659,""In Progress"":8447364.569}"
3,Claims Intake,274,CI Q4-S22 (Nov 8-Nov 21),2023-11-06T14:19:36.292Z,2023-11-21T20:52:47.520Z,2023-11-08T16:21:06.227Z,2023-11-22T05:30:00.000Z,24444,CI-252,2023-07-25T17:10:30.691-0500,CI-381,Story,Deployed,true,true,true,26.76,"{""Product Backlog"":9137499.109,""To Do"":436382.573,""In Progress"":78288.96,""Ready To Review"":4523.851,""Ready for QE"":569.54,""In Test"":12250.29,""Test Done"":685.609,""Code Merged"":64505.001}"
38,Common UI,239,CU Sprint 9,2023-10-16T18:07:09.001Z,2023-11-21T21:43:57.624Z,2023-11-08T17:28:48.891Z,2023-11-22T15:00:00.000Z,24496,CU-28,2023-07-26T14:50:00.059-0500,CU-18,Story,Deployed,true,true,true,1344.32,"{""Product Backlog"":4391275.761,""To Do"":3.638,""In Progress"":4839535.259}"
7,Policy Lifecycle,234,"PL Q4-S22 (Nov8-Nov22, 2023)",2023-10-13T16:05:37.193Z,2023-11-22T16:31:32.900Z,2023-11-08T16:38:39.585Z,2023-11-22T13:00:00.000Z,24670,PL-86,2023-07-27T22:13:31.932-0500,PL-94,Story,Cancelled,true,false,false,0,"{""Product Backlog"":7579289.747}"
7,Policy Lifecycle,189,"PL Q4-S21 (Oct25-Nov7, 2023)",2023-09-01T17:19:39.915Z,2023-11-08T16:38:12.332Z,2023-10-25T15:28:56.458Z,2023-11-08T13:00:00.000Z,24886,PL-95,2023-07-31T15:24:07.920-0500,PL-5,Story,Deployed,true,true,true,216.53,"{""Product Backlog"":768330.985,""To Do"":6644998.606,""In Progress"":92591.876,""Ready To Review"":430702.415,""Ready for QE"":180338.12,""In Test"":75861.939,""Test Done"":2.259,""Code Merged"":343433.962}"
7,Policy Lifecycle,234,"PL Q4-S22 (Nov8-Nov22, 2023)",2023-10-13T16:05:37.193Z,2023-11-22T16:31:32.900Z,2023-11-08T16:38:39.585Z,2023-11-22T13:00:00.000Z,24892,PL-96,2023-07-31T15:51:54.000-0500,PL-214,Story,Deployed,true,true,true,364.9,"{""Product Backlog"":7411025.827,""To Do"":437243.869,""In Progress"":599373.574,""Ready To Review"":365150.652,""Ready for QE"":236918.566,""In Test"":112185.281,""Test Done"":5.143,""Code Merged"":56063.386}"
13,IT Projects,160,IPST Sprint 22,2023-08-15T20:51:15.221Z,2023-11-21T19:21:04.257Z,2023-11-07T19:30:03.645Z,2023-11-22T04:00:00.000Z,25021,IPST-145,2023-08-01T15:40:06.390-0500,,Epic,In Progress,false,false,false,0,"{""Up Next"":835812.539}"
13,IT Projects,160,IPST Sprint 22,2023-08-15T20:51:15.221Z,2023-11-21T19:21:04.257Z,2023-11-07T19:30:03.645Z,2023-11-22T04:00:00.000Z,25028,IPST-151,2023-08-01T15:47:27.189-0500,IPST-145,Story,In Progress,true,false,true,499.6,"{""To Do"":5442083.632999999,""In Progress"":1798544.617}"
7,Policy Lifecycle,189,"PL Q4-S21 (Oct25-Nov7, 2023)",2023-09-01T17:19:39.915Z,2023-11-08T16:38:12.332Z,2023-10-25T15:28:56.458Z,2023-11-08T13:00:00.000Z,25140,PL-101,2023-08-02T16:31:14.996-0500,PL-5,Story,Deployed,true,true,true,22.91,"{""Product Backlog"":7235864.905,""To Do"":21327.665,""In Progress"":67.297,""Ready To Review"":82407.149,""Code Merged"":64957.898}"
4,,191,"CO Q4-S21 (Oct 25 - Nov 7,23)",2023-09-06T20:21:45.172Z,2023-11-08T17:08:42.722Z,2023-10-25T16:22:07.317Z,2023-11-08T04:00:00.000Z,25268,CO-224,2023-08-03T11:47:24.097-0500,CO-185,Story,Deployed,true,true,true,96.77,"{""Product Backlog"":7169746.922,""To Do"":77372.31,""In Progress"":24450.175,""Ready To Review"":71335.592,""Ready for QE"":3208.592,""In Test"":249263.005,""Test Done"":131.749,""Code Merged"":7862.22}"
4,,191,"CO Q4-S21 (Oct 25 - Nov 7,23)",2023-09-06T20:21:45.172Z,2023-11-08T17:08:42.722Z,2023-10-25T16:22:07.317Z,2023-11-08T04:00:00.000Z,25278,CO-226,2023-08-03T11:52:06.247-0500,CO-429,Story,Deployed,true,true,true,24.11,"{""Product Backlog"":7169464.765,""To Do"":387.938,""In Progress"":13387.682,""Ready To Review"":69566.89,""Ready for QE"":2698.936,""In Test"":166.666,""Test Done"":971.306,""Code Merged"":9852.206}"
4,,191,"CO Q4-S21 (Oct 25 - Nov 7,23)",2023-09-06T20:21:45.172Z,2023-11-08T17:08:42.722Z,2023-10-25T16:22:07.317Z,2023-11-08T04:00:00.000Z,25284,CO-231,2023-08-03T11:53:32.649-0500,CO-185,Story,Deployed,true,true,true,97.25,"{""Product Backlog"":5959860.866,""To Do"":782499.215,""In Progress"":341056.178,""Ready To Review"":6839.236,""Ready for QE"":2218.381,""Code Merged"":86711.118}"
4,,191,"CO Q4-S21 (Oct 25 - Nov 7,23)",2023-09-06T20:21:45.172Z,2023-11-08T17:08:42.722Z,2023-10-25T16:22:07.317Z,2023-11-08T04:00:00.000Z,25287,CO-232,2023-08-03T11:59:25.832-0500,CO-429,Story,Deployed,true,true,true,313.68,"{""Product Backlog"":7169024.896,""To Do"":10404.899,""In Progress"":608764.476,""Ready To Review"":157600.636,""Ready for QE"":343641.06200000003,""In Test"":18904.543,""Test Done"":347.048,""Code Merged"":6439.717}"
13,IT Projects,159,IPST Sprint 21,2023-08-15T20:51:11.329Z,2023-11-07T19:05:23.203Z,2023-10-24T16:03:43.667Z,2023-11-08T04:00:00.000Z,25856,IPST-166,2023-08-09T16:51:56.696-0500,,Epic,Done,false,true,true,1679.55,"{""To Do"":763692.444,""In Progress"":6046384.462}"
13,IT Projects,159,IPST Sprint 21,2023-08-15T20:51:11.329Z,2023-11-07T19:05:23.203Z,2023-10-24T16:03:43.667Z,2023-11-08T04:00:00.000Z,25857,IPST-167,2023-08-09T16:56:29.644-0500,,Epic,Done,false,true,true,840.09,"{""To Do"":3604994.072,""In Progress"":3024340.698}"
15,New Market Expansion ,182,NME Q4-P1-S21 (Oct25 - Nov7),2023-08-30T17:13:02.303Z,2023-11-09T14:30:31.682Z,2023-10-26T13:49:56.000Z,2023-11-08T17:39:54.000Z,26059,NME-193,2023-08-11T09:02:42.242-0500,NME-456,Story,Deployed,true,true,true,486.25,"{""Product Backlog"":6659358.311,""To Do"":1.518,""In Progress"":952055.415,""Ready To Review"":520309.495,""Ready for QE"":172501.071,""In Test"":105631.502,""Test Done"":3.083,""Code Merged"":67247.296}"
15,New Market Expansion ,182,NME Q4-P1-S21 (Oct25 - Nov7),2023-08-30T17:13:02.303Z,2023-11-09T14:30:31.682Z,2023-10-26T13:49:56.000Z,2023-11-08T17:39:54.000Z,26060,NME-194,2023-08-11T09:04:22.109-0500,NME-456,Story,Deployed,true,true,true,293.58,"{""Product Backlog"":6654683.531,""To Do"":3.151,""In Progress"":348964.705,""Ready To Review"":523148.978,""Ready for QE"":168162.076,""In Test"":13060.885,""Test Done"":3553.283,""Code Merged"":13806.661}"
18,Acquisition,51,AQ Sprint 20,2023-06-26T20:32:20.245Z,2023-10-25T18:10:59.611Z,2023-10-11T19:40:23.473Z,2023-10-25T19:41:00.000Z,26079,AQ-210,2023-08-11T10:37:59.561-0500,AQ-259,Production Defect,Deployed,true,true,true,123.73,"{""Product Backlog"":533965.823,""Triage"":2396252.463,""To Do"":2427031.43,""In Progress"":358228.177,""Ready To Review"":73940.146,""Ready for QE"":1790.098,""In Test"":9021.694,""Test Done"":2449.047,""Code Merged"":2.478}"
3,Claims Intake,240,CI Q4-S21 (Oct 25 - Nov 7),2023-10-18T15:17:53.068Z,2023-11-08T16:09:37.222Z,2023-10-25T15:45:28.000Z,2023-11-08T04:54:55.000Z,26997,CI-330,2023-08-15T12:43:12.290-0500,,Sub-task,Deployed,false,true,true,5.92,"{""Triage"":5064539.04,""To Do"":1751908.995,""In Progress"":21308.999}"
3,Claims Intake,240,CI Q4-S21 (Oct 25 - Nov 7),2023-10-18T15:17:53.068Z,2023-11-08T16:09:37.222Z,2023-10-25T15:45:28.000Z,2023-11-08T04:54:55.000Z,26998,CI-331,2023-08-15T12:43:30.798-0500,,Sub-task,Deployed,false,true,true,23.07,"{""Triage"":5064520.532,""To Do"":1751912.222,""In Progress"":83050.763}"
13,IT Projects,160,IPST Sprint 22,2023-08-15T20:51:15.221Z,2023-11-21T19:21:04.257Z,2023-11-07T19:30:03.645Z,2023-11-22T04:00:00.000Z,27661,IPST-208,2023-08-17T17:23:13.661-0500,,Initiative,In Progress,false,false,false,0,"{""To Do"":0.364}"
13,IT Projects,159,IPST Sprint 21,2023-08-15T20:51:11.329Z,2023-11-07T19:05:23.203Z,2023-10-24T16:03:43.667Z,2023-11-08T04:00:00.000Z,27690,IPST-219,2023-08-18T12:20:46.122-0500,IPST-166,Task,Done,true,true,true,1033.97,"{""To Do"":2326435.807,""In Progress"":3722307.929}"
38,Common UI,239,CU Sprint 9,2023-10-16T18:07:09.001Z,2023-11-21T21:43:57.624Z,2023-11-08T17:28:48.891Z,2023-11-22T15:00:00.000Z,27766,CU-68,2023-08-21T11:59:45.846-0500,CU-43,Story,In Progress,true,false,false,0,"{""Product Backlog"":6994648.626}"
13,IT Projects,160,IPST Sprint 22,2023-08-15T20:51:15.221Z,2023-11-21T19:21:04.257Z,2023-11-07T19:30:03.645Z,2023-11-22T04:00:00.000Z,27813,IPST-223,2023-08-21T14:39:34.214-0500,,Epic,To Do,false,false,false,0,{}
4,,191,"CO Q4-S21 (Oct 25 - Nov 7,23)",2023-09-06T20:21:45.172Z,2023-11-08T17:08:42.722Z,2023-10-25T16:22:07.317Z,2023-11-08T04:00:00.000Z,28029,CO-294,2023-08-22T17:44:02.110-0500,CO-185,Story,Deployed,true,true,true,332.31,"{""Product Backlog"":4297231.392,""To Do"":786263.037,""In Progress"":877051.237,""Ready To Review"":148539.581,""Ready for QE"":989.432,""In Test"":21461.473,""Test Done"":148270.404,""Code Merged"":12427.268}"
4,,191,"CO Q4-S21 (Oct 25 - Nov 7,23)",2023-09-06T20:21:45.172Z,2023-11-08T17:08:42.722Z,2023-10-25T16:22:07.317Z,2023-11-08T04:00:00.000Z,28030,CO-295,2023-08-22T17:50:16.836-0500,CO-429,Story,Deployed,true,true,true,217.57,"{""Product Backlog"":5506373.819,""To Do"":602589.296,""In Progress"":518692.096,""Ready To Review"":109337.814,""Ready for QE"":73034.598,""In Test"":75713.088,""Test Done"":6457.771,""Code Merged"":250954.123}"
13,IT Projects,160,IPST Sprint 22,2023-08-15T20:51:15.221Z,2023-11-21T19:21:04.257Z,2023-11-07T19:30:03.645Z,2023-11-22T04:00:00.000Z,28128,IPST-224,2023-08-23T14:22:58.365-0500,,Epic,To Do,false,false,false,0,{}
3,Claims Intake,240,CI Q4-S21 (Oct 25 - Nov 7),2023-10-18T15:17:53.068Z,2023-11-08T16:09:37.222Z,2023-10-25T15:45:28.000Z,2023-11-08T04:54:55.000Z,28220,CI-349,2023-08-24T12:52:57.027-0500,CI-457,Story,Deployed,true,true,true,72.44,"{""Product Backlog"":5172079.801,""In Progress"":104434.616,""Ready To Review"":6518.853,""Ready for QE"":59202.393,""In Test"":90543.712,""Test Done"":95.657,""Code Merged"":53.214}"
18,Acquisition,52,AQ Sprint 21,2023-06-26T20:32:23.950Z,2023-11-08T16:47:54.098Z,2023-10-25T19:07:05.148Z,2023-11-08T19:41:00.000Z,28262,AQ-226,2023-08-25T09:01:42.260-0500,AQ-165,Story,Deployed,true,true,true,501.3,"{""Product Backlog"":4506171.409,""In Progress"":789478.544,""Ready To Review"":508707.347,""Ready for QE"":11329.269,""In Test"":254419.376,""Test Done"":240757.157}"
4,,191,"CO Q4-S21 (Oct 25 - Nov 7,23)",2023-09-06T20:21:45.172Z,2023-11-08T17:08:42.722Z,2023-10-25T16:22:07.317Z,2023-11-08T04:00:00.000Z,28488,CO-311,2023-08-28T14:51:41.504-0500,,Sub-task,Deployed,false,true,true,114.69,"{""Triage"":3933731.853,""To Do"":641710.934,""In Progress"":11990.23,""Ready To Review"":342805.814,""Ready for QE"":58089.15}"
7,Policy Lifecycle,234,"PL Q4-S22 (Nov8-Nov22, 2023)",2023-10-13T16:05:37.193Z,2023-11-22T16:31:32.900Z,2023-11-08T16:38:39.585Z,2023-11-22T13:00:00.000Z,28742,PL-118,2023-08-29T11:57:58.100-0500,PL-93,Story,Deployed,true,true,true,199.61,"{""Product Backlog"":5432401.225,""In Progress"":524125.877,""Ready To Review"":92911.267,""Ready for QE"":80968.206,""In Test"":20574.342,""Test Done"":1.782,""Code Merged"":65536.873}"
13,IT Projects,159,IPST Sprint 21,2023-08-15T20:51:11.329Z,2023-11-07T19:05:23.203Z,2023-10-24T16:03:43.667Z,2023-11-08T04:00:00.000Z,28787,IPST-230,2023-08-29T15:39:33.970-0500,IPST-69,Task,Done,true,true,true,1635.62,"{""To Do"":150635.074,""In Progress"":5888227.377}"
13,IT Projects,159,IPST Sprint 21,2023-08-15T20:51:11.329Z,2023-11-07T19:05:23.203Z,2023-10-24T16:03:43.667Z,2023-11-08T04:00:00.000Z,28788,IPST-231,2023-08-29T15:41:29.059-0500,,Sub-task,Done,false,true,true,141.74,"{""To Do"":150504.449,""In Progress"":510246.539}"
13,IT Projects,159,IPST Sprint 21,2023-08-15T20:51:11.329Z,2023-11-07T19:05:23.203Z,2023-10-24T16:03:43.667Z,2023-11-08T04:00:00.000Z,28791,IPST-232,2023-08-29T15:53:37.190-0500,,Sub-task,Done,false,true,true,141.74,"{""To Do"":149778.649,""In Progress"":510246.738}"
13,IT Projects,159,IPST Sprint 21,2023-08-15T20:51:11.329Z,2023-11-07T19:05:23.203Z,2023-10-24T16:03:43.667Z,2023-11-08T04:00:00.000Z,28792,IPST-233,2023-08-29T15:53:56.560-0500,,Sub-task,Done,false,true,true,141.74,"{""To Do"":149761.608,""In Progress"":510248.887}"
13,IT Projects,159,IPST Sprint 21,2023-08-15T20:51:11.329Z,2023-11-07T19:05:23.203Z,2023-10-24T16:03:43.667Z,2023-11-08T04:00:00.000Z,28793,IPST-234,2023-08-29T15:54:23.726-0500,,Sub-task,Done,false,true,true,141.74,"{""To Do"":149737.459,""In Progress"":510247.502}"
13,IT Projects,159,IPST Sprint 21,2023-08-15T20:51:11.329Z,2023-11-07T19:05:23.203Z,2023-10-24T16:03:43.667Z,2023-11-08T04:00:00.000Z,28794,IPST-235,2023-08-29T15:56:35.864-0500,,Sub-task,Done,false,true,true,141.74,"{""To Do"":149608.556,""In Progress"":510248.055}"
13,IT Projects,159,IPST Sprint 21,2023-08-15T20:51:11.329Z,2023-11-07T19:05:23.203Z,2023-10-24T16:03:43.667Z,2023-11-08T04:00:00.000Z,28795,IPST-236,2023-08-29T15:56:49.829-0500,,Sub-task,Done,false,true,true,982.56,"{""To Do"":149597.224,""In Progress"":3537209.932}"
